Artifact,CVE_ID,Severity,Start Version,End Version,Start,End,Duration
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36183,HIGH,2.0.0,2.9.10.7,2012-03-25 12:11:24,2020-12-01 18:18:15,"3173 days, 6:06:51"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-35490,HIGH,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-9548,CRITICAL,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-19362,CRITICAL,2.0.0,2.6.7.2,2012-03-25 12:11:24,2018-11-12 22:49:29,"2423 days, 10:38:05"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-10673,HIGH,2.0.0,2.8.11.6,2012-03-25 12:11:24,2020-03-10 11:01:07,"2906 days, 22:49:43"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-14540,CRITICAL,2.0.0-RC1,2.7.9.7,2012-02-19 00:05:21,2020-03-10 10:43:50,"2942 days, 10:38:29"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-24750,HIGH,2.0.0,2.6.7.4,2012-03-25 12:11:24,2020-10-24 19:48:37,"3135 days, 7:37:13"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36184,HIGH,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36185,HIGH,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36186,HIGH,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2021-20190,HIGH,2.0.0-RC1,2.6.7.4,2012-02-19 00:05:21,2020-10-24 19:48:37,"3170 days, 19:43:16"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-12384,MODERATE,2.0.0,2.9.9,2012-03-25 12:11:24,2019-05-15 20:10:05,"2607 days, 7:58:41"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-20330,CRITICAL,2.0.0,2.9.10.1,2012-03-25 12:11:24,2019-10-19 16:24:57,"2764 days, 4:13:33"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-14439,HIGH,2.0.0-RC1,2.9.9.1,2012-02-19 00:05:21,2019-07-02 17:34:02,"2690 days, 17:28:41"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-16335,CRITICAL,2.0.0-RC1,2.7.9.7,2012-02-19 00:05:21,2020-03-10 10:43:50,"2942 days, 10:38:29"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36179,HIGH,2.0.0,2.9.10.7,2012-03-25 12:11:24,2020-12-01 18:18:15,"3173 days, 6:06:51"
com.fasterxml.jackson.core:jackson-databind,CVE-2017-17485,CRITICAL,2.0.0-RC1,2.6.7.5,2012-02-19 00:05:21,2021-06-21 20:54:18,"3410 days, 20:48:57"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36518,HIGH,2.0.0-RC1,2.13.2,2012-02-19 00:05:21,2022-03-06 11:41:24,"3668 days, 11:36:03"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-17267,CRITICAL,2.0.0-RC1,2.6.7.5,2012-02-19 00:05:21,2021-06-21 20:54:18,"3410 days, 20:48:57"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-14892,HIGH,2.0.0-RC1,2.7.9.7,2012-02-19 00:05:21,2020-03-10 10:43:50,"2942 days, 10:38:29"
com.fasterxml.jackson.core:jackson-databind,CVE-2017-15095,CRITICAL,2.0.0,2.6.7.2,2012-03-25 12:11:24,2018-11-12 22:49:29,"2423 days, 10:38:05"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-14719,CRITICAL,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-11307,CRITICAL,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-12022,HIGH,2.0.0-RC1,2.6.7.5,2012-02-19 00:05:21,2021-06-21 20:54:18,"3410 days, 20:48:57"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-14718,CRITICAL,2.0.0,2.6.7.2,2012-03-25 12:11:24,2018-11-12 22:49:29,"2423 days, 10:38:05"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-7489,CRITICAL,2.0.0-RC1,2.6.7.4,2012-02-19 00:05:21,2020-10-24 19:48:37,"3170 days, 19:43:16"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-12086,HIGH,2.0.0,2.9.8,2012-03-25 12:11:24,2018-12-15 13:59:39,"2456 days, 1:48:15"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-24616,HIGH,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-12814,MODERATE,2.0.0,2.9.9,2012-03-25 12:11:24,2019-05-15 20:10:05,"2607 days, 7:58:41"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-25649,HIGH,2.6.0,2.9.10.6,2015-07-19 11:39:43,2020-08-24 15:21:59,"1863 days, 3:42:16"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-35491,HIGH,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2022-42004,HIGH,2.0.0-RC1,2.12.7,2012-02-19 00:05:21,2022-05-26 10:45:47,"3749 days, 10:40:26"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-14379,CRITICAL,2.0.0-RC1,2.6.7.5,2012-02-19 00:05:21,2021-06-21 20:54:18,"3410 days, 20:48:57"
com.fasterxml.jackson.core:jackson-databind,CVE-2022-42003,HIGH,2.4.0-rc1,2.13.4.1,2014-04-26 12:32:27,2022-10-12 13:02:09,"3091 days, 0:29:42"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-8840,CRITICAL,2.0.0,2.9.10.2,2012-03-25 12:11:24,2020-01-02 17:10:20,"2839 days, 4:58:56"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36188,HIGH,2.0.0,2.9.10.7,2012-03-25 12:11:24,2020-12-01 18:18:15,"3173 days, 6:06:51"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-36189,HIGH,2.0.0-RC1,2.9.10.7,2012-02-19 00:05:21,2020-12-01 18:18:15,"3208 days, 18:12:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-17531,CRITICAL,2.0.0-RC1,2.7.9.7,2012-02-19 00:05:21,2020-03-10 10:43:50,"2942 days, 10:38:29"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-5968,HIGH,2.0.0-RC1,2.6.7.5,2012-02-19 00:05:21,2021-06-21 20:54:18,"3410 days, 20:48:57"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-16943,CRITICAL,2.0.0-RC1,2.7.9.7,2012-02-19 00:05:21,2020-03-10 10:43:50,"2942 days, 10:38:29"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-35728,HIGH,2.0.0,2.6.7.5,2012-03-25 12:11:24,2021-06-21 20:54:18,"3375 days, 8:42:54"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-16942,CRITICAL,2.0.0,2.7.9.7,2012-03-25 12:11:24,2020-03-10 10:43:50,"2906 days, 22:32:26"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-14195,HIGH,2.9.0.pr1,2.9.10.4,2017-03-02 10:46:11,2020-04-11 12:21:35,"1136 days, 1:35:24"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-14061,HIGH,2.9.0.pr1,2.9.10.4,2017-03-02 10:46:11,2020-04-11 12:21:35,"1136 days, 1:35:24"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-14060,HIGH,2.9.0.pr1,2.9.10.4,2017-03-02 10:46:11,2020-04-11 12:21:35,"1136 days, 1:35:24"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-14062,HIGH,2.9.0.pr1,2.9.10.4,2017-03-02 10:46:11,2020-04-11 12:21:35,"1136 days, 1:35:24"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-9546,CRITICAL,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-10672,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-11620,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-11111,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-11113,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-11112,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-11619,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-10969,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2020-10968,HIGH,2.9.0.pr1,2.9.10.3,2017-03-02 10:46:11,2020-02-22 19:07:22,"1087 days, 8:21:11"
com.fasterxml.jackson.core:jackson-databind,CVE-2017-7525,CRITICAL,2.0.0-RC1,2.8.8.1,2012-02-19 00:05:21,2017-04-19 08:35:34,"1886 days, 8:30:13"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-14720,CRITICAL,2.7.0,2.9.6,2016-01-09 22:10:09,2018-06-11 18:15:14,"883 days, 20:05:05"
com.fasterxml.jackson.core:jackson-databind,UNKNOWN,HIGH,2.7.0,2.9.5,2016-01-09 22:10:09,2018-03-26 08:19:16,"806 days, 10:09:07"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-19360,CRITICAL,2.7.0,2.9.7,2016-01-09 22:10:09,2018-09-18 19:49:45,"982 days, 21:39:36"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-19361,CRITICAL,2.7.0,2.9.7,2016-01-09 22:10:09,2018-09-18 19:49:45,"982 days, 21:39:36"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-14721,CRITICAL,2.7.0,2.9.6,2016-01-09 22:10:09,2018-06-11 18:15:14,"883 days, 20:05:05"
com.fasterxml.jackson.core:jackson-databind,CVE-2018-12023,HIGH,2.7.0,2.9.5,2016-01-09 22:10:09,2018-03-26 08:19:16,"806 days, 10:09:07"
com.fasterxml.jackson.core:jackson-databind,CVE-2019-14893,HIGH,2.9.0.pr1,2.9.9.3,2017-03-02 10:46:11,2019-08-05 18:42:28,"886 days, 7:56:17"
com.fasterxml.jackson.core:jackson-databind,CVE-2021-46877,HIGH,2.10.0.pr1,2.13.0,2019-07-18 21:18:53,2021-09-30 13:54:25,"804 days, 16:35:32"
com.fastasyncworldedit:FastAsyncWorldEdit-Bukkit,CVE-2023-35925,MODERATE,2.0.0,2.6.2,2022-01-14 05:13:23,2023-06-07 02:24:03,"508 days, 21:10:40"
com.exadel.flamingo.flex:amf-serializer,CVE-2017-3202,CRITICAL,1.0.0,1.5.0,2008-02-01 02:12:26,2008-04-29 06:53:20,"88 days, 4:40:54"
com.fasterxml.woodstox:woodstox-core,CVE-2022-40152,MODERATE,5.0.0,6.3.1,2015-02-23 20:29:51,2022-08-13 14:21:19,"2727 days, 17:51:28"
com.fasterxml.woodstox:woodstox-core,UNKNOWN,LOW,5.0.0,6.3.1,2015-02-23 20:29:51,2022-08-13 14:21:19,"2727 days, 17:51:28"
com.epam.reportportal:service-api,CVE-2021-29620,HIGH,5.3.1,5.3.5,2021-04-22 08:53:49,2021-04-25 11:00:24,"3 days, 2:06:35"
com.epam.reportportal:service-api,CVE-2023-25822,MODERATE,5.3.1,5.8.0,2021-04-22 08:53:49,2023-05-11 04:26:04,"748 days, 19:32:15"
com.epam.reportportal:service-api,UNKNOWN,HIGH,4.3.10,5.1.0,2021-04-22 09:02:07,2021-04-25 10:38:10,"3 days, 1:36:03"
com.epam.reportportal:service-api,CVE-2020-12642,HIGH,4.3.10,5.1.0,2021-04-22 09:02:07,2021-04-25 10:38:10,"3 days, 1:36:03"
com.github.binarywang:weixin-java-common,CVE-2019-5312,CRITICAL,1.3.4,3.3.1.B,2016-05-31 18:23:30,2018-12-29 05:54:49,"941 days, 11:31:19"
com.github.fracpete:vfsjfilechooser2,CVE-2021-29061,HIGH,0.2.7,0.2.8,2015-03-15 20:45:44,2017-03-26 16:58:56,"741 days, 20:13:12"
com.github.kevinsawicki:http-request,CVE-2019-1010206,MODERATE,0.1,6.0,2011-11-14 17:05:10,2015-01-21 12:18:20,"1163 days, 19:13:10"
com.github.junrar:junrar,CVE-2022-23596,HIGH,0.7,7.4.0,2012-09-04 18:22:53,2020-10-31 21:13:56,"2979 days, 2:51:03"
com.github.junrar:junrar,CVE-2018-12418,MODERATE,0.7,1.0.0,2012-09-04 18:22:53,2018-04-26 15:39:08,"2059 days, 21:16:15"
com.github.jlangch:venice,CVE-2022-36007,MODERATE,0.4.0,1.10.16,2018-07-24 11:54:05,2022-06-30 07:06:28,"1436 days, 19:12:23"
com.github.kfcfans:powerjob,CVE-2020-28865,HIGH,1.0.0,3.0.0,2020-06-13 07:41:03,2021-01-31 07:19:28,"231 days, 23:38:25"
com.github.samtools:htsjdk,CVE-2022-21126,HIGH,1.128,3.0.0,2015-02-12 09:56:19,2022-06-06 14:54:39,"2671 days, 4:58:20"
com.github.seancfoley:ipaddress,UNKNOWN,MODERATE,2.0.0,5.4.0,2017-03-04 16:42:49,2022-12-14 21:38:27,"2111 days, 4:55:38"
com.github.penggle:kaptcha,CVE-2018-18531,CRITICAL,2.3.2,2.3.2,2015-05-18 00:20:14,2015-05-18 00:20:14,0:00:00
com.github.pagehelper:pagehelper,CVE-2022-28111,CRITICAL,3.5.0,5.3.0,2015-01-11 18:37:19,2021-10-07 08:59:38,"2460 days, 14:22:19"
com.github.shyiko.ktlint:ktlint-core,CVE-2019-1010260,HIGH,0.2.0,0.29.0,2016-09-05 23:25:46,2018-10-02 12:06:29,"756 days, 12:40:43"
com.github:hyavijava,CVE-2023-51084,CRITICAL,1.0.0,6.0.07.1,2020-10-14 02:28:24,2023-03-14 00:04:13,"880 days, 21:35:49"
com.glazedlists:glazedlists,CVE-2023-31890,CRITICAL,1.11.0,1.11.0,2018-01-09 12:34:23,2018-01-09 12:34:23,0:00:00
com.github.tomakehurst:wiremock-jre8,CVE-2023-41329,LOW,2.21.0,2.35.0,2019-01-30 12:49:06,2022-11-02 13:21:25,"1372 days, 0:32:19"
com.github.tomakehurst:wiremock-jre8-standalone,CVE-2023-41329,LOW,2.21.0,2.35.0,2019-01-30 12:48:55,2022-11-02 13:32:59,"1372 days, 0:44:04"
com.github.wxpay:wxpay-sdk,CVE-2018-13439,HIGH,0.0.1,0.0.3,2016-11-25 17:38:48,2017-03-15 23:16:44,"110 days, 5:37:56"
com.google.cloud.tools:jib-core,CVE-2022-25914,CRITICAL,0.1.0,0.21.0,2018-10-11 10:11:48,2022-03-29 12:51:38,"1265 days, 2:39:50"
com.hazelcast:hazelcast,CVE-2023-33265,HIGH,1.5,4.2.8,2009-02-27 15:00:24,2023-05-29 02:54:42,"5203 days, 11:54:18"
com.hazelcast:hazelcast,CVE-2016-10750,HIGH,1.5,3.10.7,2009-02-27 15:00:24,2020-02-20 05:23:19,"4009 days, 14:22:55"
com.hazelcast:hazelcast,CVE-2022-36437,CRITICAL,1.5,5.1.2,2009-02-27 15:00:24,2022-06-13 03:44:21,"4853 days, 12:43:57"
com.hazelcast:hazelcast,CVE-2023-33264,MODERATE,1.5,5.0.5,2009-02-27 15:00:24,2023-06-28 06:25:25,"5233 days, 15:25:01"
com.hazelcast:hazelcast,CVE-2023-45860,MODERATE,1.5,5.3.4,2009-02-27 15:00:24,2023-10-20 10:03:26,"5347 days, 19:03:02"
com.hazelcast:hazelcast,CVE-2023-45859,HIGH,1.5,5.3.4,2009-02-27 15:00:24,2023-10-20 10:03:26,"5347 days, 19:03:02"
com.hazelcast:hazelcast,UNKNOWN,CRITICAL,4.0,5.0.1,2020-02-04 05:21:49,2021-12-16 00:59:06,"680 days, 19:37:17"
com.hazelcast:hazelcast,CVE-2022-0265,CRITICAL,5.1-BETA-1,5.1-BETA-1,2022-01-13 02:14:20,2022-01-13 02:14:20,0:00:00
com.hazelcast.jet:hazelcast-jet,CVE-2022-36437,CRITICAL,0.3,4.5.3,2017-02-06 06:32:18,2021-12-20 23:53:20,"1778 days, 17:21:02"
com.hazelcast.jet:hazelcast-jet,UNKNOWN,CRITICAL,4.1,4.5.2,2020-04-29 00:03:51,2021-12-16 23:24:39,"596 days, 23:20:48"
com.google.gerrit:gerrit-plugin-api,CVE-2020-8920,LOW,2.9-rc1,2.15.20,2014-05-20 13:33:57,2020-11-12 12:10:48,"2367 days, 22:36:51"
com.hotels.styx:styx-api,CVE-2020-6858,MODERATE,0.7.3,v0.0.5,2017-11-27 05:29:09,2020-02-13 07:42:35,"808 days, 2:13:26"
com.googlecode.gwtupload:gwtupload,CVE-2020-9447,MODERATE,0.6,1.0.3,2010-07-07 08:08:17,2015-01-13 04:21:02,"1650 days, 20:12:45"
com.graphhopper:graphhopper-web-bundle,CVE-2021-23408,MODERATE,0.11.0-pre1,3.0,2018-06-07 05:04:33,2021-05-17 06:37:32,"1075 days, 1:32:59"
com.graphhopper:graphhopper-nav,CVE-2021-29506,MODERATE,2.0-pre2,client_hc_no_vehicle,2020-09-08 01:49:35,2021-04-19 07:44:12,"223 days, 5:54:37"
com.google.code.gson:gson,CVE-2022-25647,HIGH,1.1,2.8.8,2008-08-10 07:29:31,2021-08-20 09:08:51,"4758 days, 1:39:20"
com.google.gwt:gwt,CVE-2013-4204,MODERATE,2.1.0,2.5.1-rc1,2010-10-26 19:23:11,2013-02-05 11:38:41,"832 days, 16:15:30"
com.h2database:h2,CVE-2022-23221,CRITICAL,1.0.20061217,2.0.206,2006-12-21 16:14:28,2022-01-04 12:53:00,"5492 days, 20:38:32"
com.h2database:h2,CVE-2021-42392,CRITICAL,1.1.100,2.0.204,2008-10-04 05:20:36,2021-12-22 06:36:07,"4827 days, 1:15:31"
com.h2database:h2,CVE-2022-45868,HIGH,1.4.198,2.1.214,2019-02-22 06:41:58,2022-06-14 11:50:20,"1208 days, 5:08:22"
com.h2database:h2,CVE-2021-23463,HIGH,1.4.198,1.4.200,2019-02-22 06:41:58,2019-10-14 00:25:05,"233 days, 17:43:07"
com.hubspot.jinjava:jinjava,CVE-2020-12668,MODERATE,1.0.0,2.5.3,2014-10-14 07:33:41,2020-03-06 14:36:38,"1970 days, 7:02:57"
com.hubspot.jinjava:jinjava,CVE-2018-18893,MODERATE,1.0.0,2.4.5,2014-10-14 07:33:41,2018-08-16 13:59:04,"1402 days, 6:25:23"
com.googlecode.wicket-jquery-ui:wicket-jquery-ui-parent,CVE-2018-1325,MODERATE,6.7.0,6.29.0,2013-04-17 14:43:47,2018-02-22 23:16:03,"1772 days, 8:32:16"
com.googlecode.wicket-jquery-ui:wicket-jquery-ui-parent,CVE-2017-15719,MODERATE,6.7.0,7.9.1,2013-04-17 14:43:47,2017-12-05 11:53:12,"1692 days, 21:09:25"
com.ibeetl:beetl,CVE-2023-30331,CRITICAL,2.2.5,3.15.0.RELEASE,2015-09-08 07:24:16,2023-03-23 07:47:32,"2753 days, 0:23:16"
com.guicedee.services:log4j-core,CVE-2021-44228,CRITICAL,1.0.2.15-jre13,1.2.1.2-jre17,2020-03-01 16:40:59,2021-11-15 18:16:32,"624 days, 1:35:33"
com.googlecode.guava-osgi:guava-osgi,CVE-2018-10237,MODERATE,3.0.0,11.0.1,2011-04-22 01:08:45,2012-02-04 02:42:03,"288 days, 1:33:18"
com.google.oauth-client:google-oauth-client,CVE-2021-22573,HIGH,1.16.0-rc,1.33.2,2013-07-24 13:03:07,2022-04-07 10:28:31,"3178 days, 21:25:24"
com.google.oauth-client:google-oauth-client,CVE-2020-7692,HIGH,1.5.0-alpha,1.30.6,2011-07-29 02:54:21,2020-03-05 10:09:40,"3142 days, 7:15:19"
com.google.oauth-client:google-oauth-client,UNKNOWN,HIGH,1.16.0-rc,1.33.2,2013-07-24 13:03:07,2022-04-07 10:28:31,"3178 days, 21:25:24"
com.google.protobuf:protobuf-kotlin-lite,CVE-2024-7254,HIGH,3.17.0-rc-2,4.28.0,2021-05-10 17:43:29,2024-08-28 13:08:53,"1205 days, 19:25:24"
com.google.protobuf:protobuf-kotlin-lite,CVE-2022-3171,MODERATE,3.17.0-rc-2,3.18.3,2021-05-10 17:43:29,2022-09-14 15:21:42,"491 days, 21:38:13"
com.google.guava:guava,CVE-2020-8908,LOW,r03,31.1-jre,2010-04-26 06:06:05,2022-02-28 13:18:58,"4326 days, 7:12:53"
com.google.guava:guava,CVE-2023-2976,MODERATE,10.0-rc1,31.1-jre,2011-09-09 06:13:29,2022-02-28 13:18:58,"3825 days, 7:05:29"
com.google.guava:guava,CVE-2018-10237,MODERATE,11.0,23.6.1-jre,2011-12-18 13:04:44,2018-05-29 07:53:26,"2353 days, 18:48:42"
com.google.protobuf:protobuf-javalite,CVE-2024-7254,HIGH,3.8.0-rc-1,4.28.0,2019-05-03 11:13:42,2024-08-28 13:09:05,"1944 days, 1:55:23"
com.google.protobuf:protobuf-javalite,CVE-2022-3509,HIGH,3.8.0-rc-1,3.18.3,2019-05-03 11:13:42,2022-09-14 15:21:40,"1230 days, 4:07:58"
com.google.protobuf:protobuf-javalite,CVE-2022-3171,MODERATE,3.8.0-rc-1,3.18.3,2019-05-03 11:13:42,2022-09-14 15:21:40,"1230 days, 4:07:58"
com.google.protobuf:protobuf-javalite,CVE-2022-3510,HIGH,3.8.0-rc-1,3.18.3,2019-05-03 11:13:42,2022-09-14 15:21:40,"1230 days, 4:07:58"
com.googlecode.plist:dd-plist,CVE-2016-15026,HIGH,1.0,1.17,2012-08-26 04:37:26,2017-02-04 06:53:10,"1623 days, 2:15:44"
com.google.protobuf:protobuf-parent,CVE-2015-5237,HIGH,3.0.0-beta-3,3.3.1,2016-05-23 15:54:34,2017-05-15 10:46:40,"356 days, 18:52:06"
com.gradle:gradle-enterprise-maven-extension,CVE-2020-15777,HIGH,1.0,1.5.3,2019-02-28 00:21:37,2020-06-22 11:54:06,"480 days, 11:32:29"
com.google.protobuf:protobuf-kotlin,CVE-2022-3171,MODERATE,3.17.0-rc-2,3.18.3,2021-05-10 17:43:26,2022-09-14 15:21:39,"491 days, 21:38:13"
com.google.protobuf:protobuf-kotlin,CVE-2024-7254,HIGH,3.17.0-rc-2,4.28.0,2021-05-10 17:43:26,2024-08-28 13:08:45,"1205 days, 19:25:19"
com.google.protobuf:protobuf-kotlin,CVE-2021-22569,HIGH,3.18.0,3.19.1,2021-09-14 17:59:51,2021-10-28 17:32:33,"43 days, 23:32:42"
com.googlecode.aviator:aviator,CVE-2021-41862,CRITICAL,5.2.1,5.2.7,2020-11-24 03:09:00,2021-08-06 00:16:45,"254 days, 21:07:45"
com.helger.commons:ph-json,CVE-2023-34612,HIGH,10.0.0,10.2.5,2021-03-21 14:58:23,2023-06-18 10:39:11,"818 days, 19:40:48"
com.guicedee.services:commons-text,CVE-2022-42889,CRITICAL,0.70.0.1-rc1,1.2.2.1-jre17,2019-11-01 06:10:42,2022-02-10 07:59:46,"832 days, 1:49:04"
com.ibeetl:beetl-core,CVE-2024-22533,CRITICAL,3.11.0.RELEASE,3.15.12.RELEASE,2022-09-27 08:39:41,2023-12-10 06:19:49,"438 days, 21:40:08"
com.google.guava:guava-jdk5,CVE-2018-10237,MODERATE,13.0,17.0,2012-09-25 21:36:27,2014-04-22 14:09:22,"573 days, 16:32:55"
com.googlecode.owasp-java-html-sanitizer:owasp-java-html-sanitizer,CVE-2011-4457,LOW,r136,1.1,2013-01-24 22:45:43,2015-10-08 10:47:38,"986 days, 12:01:55"
com.googlecode.owasp-java-html-sanitizer:owasp-java-html-sanitizer,CVE-2021-42575,CRITICAL,r136,20200713.1,2013-01-24 22:45:43,2020-07-13 08:38:05,"2726 days, 9:52:22"
com.google.crypto.tink:tink,CVE-2020-8929,LOW,1.0.0,1.4.0,2017-09-08 17:15:34,2020-07-14 09:10:10,"1039 days, 15:54:36"
com.google.protobuf:protobuf-java,CVE-2021-22569,HIGH,2.0.1,3.19.1,2008-10-09 10:37:56,2021-10-28 17:32:23,"4767 days, 6:54:27"
com.google.protobuf:protobuf-java,CVE-2022-3509,HIGH,2.0.1,3.18.3,2008-10-09 10:37:56,2022-09-14 15:21:41,"5088 days, 4:43:45"
com.google.protobuf:protobuf-java,CVE-2022-3171,MODERATE,2.0.1,3.18.3,2008-10-09 10:37:56,2022-09-14 15:21:41,"5088 days, 4:43:45"
com.google.protobuf:protobuf-java,CVE-2022-3510,HIGH,2.0.1,3.18.3,2008-10-09 10:37:56,2022-09-14 15:21:41,"5088 days, 4:43:45"
com.google.protobuf:protobuf-java,CVE-2024-7254,HIGH,2.0.1,4.28.0,2008-10-09 10:37:56,2024-08-28 13:08:59,"5802 days, 2:31:03"
com.google.protobuf:protobuf-java,CVE-2021-22570,HIGH,2.0.1,3.15.0-rc-2,2008-10-09 10:37:56,2021-02-17 13:46:57,"4514 days, 3:09:01"
com.graphql-java:graphql-java,CVE-2023-28867,HIGH,1.2,0.0.0-2023-03-19T22-25-52-aa46bc2,2015-07-29 11:10:02,2023-03-19 15:26:27,"2790 days, 4:16:25"
com.graphql-java:graphql-java,CVE-2024-40094,HIGH,1.2,0.0.0-2024-07-30T03-29-50-2ae1479,2015-07-29 11:10:02,2024-07-29 20:30:20,"3288 days, 9:20:18"
com.graphql-java:graphql-java,CVE-2022-37734,HIGH,1.2,0.0.0-2023-04-05T06-53-12-df9ba5c,2015-07-29 11:10:02,2023-04-04 23:53:45,"2806 days, 12:43:43"
com.hccake:ballcat-codegen,CVE-2022-24881,HIGH,0.0.1,0.0.1,2020-06-03 12:36:37,2020-06-03 12:36:37,0:00:00
com.jamesmurty.utils:java-xmlbuilder,CVE-2014-125087,CRITICAL,0.3,1.1,2010-07-01 21:04:32,2014-07-22 05:21:16,"1481 days, 8:16:44"
com.itextpdf:itext7-core,CVE-2022-24196,MODERATE,7.0.2,7.1.17,2017-02-15 08:19:41,2021-10-25 05:44:30,"1712 days, 21:24:49"
com.itextpdf:itext7-core,CVE-2022-24198,MODERATE,7.0.2,7.1.18,2017-02-15 08:19:41,2022-12-14 00:04:29,"2127 days, 15:44:48"
com.itextpdf:itext7-core,CVE-2021-43113,CRITICAL,7.0.2,7.1.16,2017-02-15 08:19:41,2021-06-28 01:01:41,"1593 days, 16:42:00"
