',artifact_name,release_version,timestamp,cve_id,cve_severity,clean_release_version
1014,org.fitnesse:fitnesse,20240707,2024-07-07,CVE-2024-28125,CRITICAL,20240707
1015,org.fusesource.hawtjni:hawtjni-runtime,1.7,2013-03-20,CVE-2013-2035,MODERATE,1.7
1016,org.glassfish.jersey.core:jersey-common,3.0.1,2021-01-26,CVE-2021-28168,MODERATE,3.0.1
1017,org.glassfish.main.admin:rest-service,7.0.16,2024-07-30,CVE-2024-9329,MODERATE,7.0.16
1018,org.glassfish.main.orb:orb-connector,7.0.0-M10,2022-11-20,CVE-2023-5763,MODERATE,7.0.0
1019,org.glassfish.main.web:web,7.0.0-M10,2022-11-20,CVE-2022-2712,MODERATE,7.0.0
1020,org.glassfish.main.web:web-core,7.0.9,2023-09-26,CVE-2024-8646,MODERATE,7.0.9
1021,org.glassfish:jakarta.faces,2.3.9,2019-01-17,CVE-2019-17091,MODERATE,2.3.9
1022,org.glassfish:javax.faces,2.2.19,2019-04-25,CVE-2019-17091,MODERATE,2.2.19
1023,org.glassfish:mojarra-parent,2.3.13,2019-08-20,CVE-2020-6950,HIGH,2.3.13
1024,org.grails:grails-core,3.3.3,2018-03-07,CVE-2019-12728,HIGH,3.3.3
1025,org.grails:grails-databinding,6.0.0,2023-07-24,CVE-2023-46131,MODERATE,6.0.0
1026,org.graniteds:granite-core,3.0.0.M3,2013-08-15,CVE-2017-3199,HIGH,3.0.0
1027,org.graniteds:granite-server-core,3.1.1.GA,2014-11-18,CVE-2017-3200,HIGH,3.1.1
1028,org.graylog2:graylog2-server,5.2.3,2024-01-03,CVE-2024-24823,MODERATE,5.2.3
1029,org.graylog:graylog-parent,3.3.2,2020-06-24,CVE-2020-15813,HIGH,3.3.2
1030,org.hibernate.validator:hibernate-validator,6.1.4.Final,2020-04-17,CVE-2020-10693,MODERATE,6.1.4
1031,org.hibernate:hibernate-core,5.5.0.Alpha1,2021-04-30,CVE-2019-14900,MODERATE,5.5.0
1032,org.hibernate:hibernate-validator,5.4.1.Final,2017-03-16,CVE-2017-7536,HIGH,5.4.1
1033,org.hjson:hjson,3.0.0,2017-07-17,CVE-2023-39685,HIGH,3.0.0
1034,org.hl7.fhir.publisher:org.hl7.fhir.publisher,1.2.29,2023-01-20,CVE-2023-24057,CRITICAL,1.2.29
1035,org.hornetq.rest:hornetq-rest,2.4.9.Final,2022-02-11,CVE-2014-3599,MODERATE,2.4.9
1036,org.hornetq:hornetq-server,2.4.0.Beta3,2013-11-26,CVE-2017-12174,HIGH,2.4.0
1037,org.hsqldb:hsqldb,2.7.0,2022-07-26,CVE-2022-41853,CRITICAL,2.7.0
1038,org.hswebframework.web:hsweb-commons,3.0.4,2018-12-18,CVE-2018-20595,HIGH,3.0.4
1039,org.htmlunit:htmlunit,3.8.0,2023-11-18,CVE-2023-49093,CRITICAL,3.8.0
1040,org.http4s:blaze-core_2.11,0.14.14,2020-11-09,CVE-2021-21293,HIGH,0.14.14
1041,org.http4s:blaze-core_2.12,0.14.14,2020-11-09,CVE-2021-21293,HIGH,0.14.14
1042,org.http4s:blaze-core_2.13,0.14.14,2020-11-09,CVE-2021-21293,HIGH,0.14.14
1043,org.http4s:http4s-async-http-client_2.12,0.21.7,2020-08-08,UNKNOWN,LOW,0.21.7
1044,org.http4s:http4s-async-http-client_2.13,0.21.7,2020-08-08,UNKNOWN,LOW,0.21.7
1045,org.http4s:http4s-blaze-server_2.12,0.21.16,2021-01-24,CVE-2021-21293,HIGH,0.21.16
1046,org.http4s:http4s-blaze-server_2.13,0.21.16,2021-01-24,CVE-2021-21293,HIGH,0.21.16
1047,org.http4s:http4s-server_2.12,0.21.1,2020-02-13,CVE-2020-5280,CRITICAL,0.21.1
1048,org.hudsonci.lib.guava:guava,14.0.1-h-3,2015-11-09,CVE-2018-10237,MODERATE,14.0.1
1049,org.igniterealtime.openfire:parent,4.2.0,2017-12-07,CVE-2019-20527,MODERATE,4.2.0
1050,org.igniterealtime.openfire:xmppserver,4.2.0,2017-12-07,CVE-2024-25420,HIGH,4.2.0
1051,org.infinispan.protostream:protostream,4.6.1.Final,2023-02-20,CVE-2023-5236,MODERATE,4.6.1
1052,org.infinispan:infinispan-cachestore-jdbc,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1053,org.infinispan:infinispan-cachestore-jdbc-common,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1054,org.infinispan:infinispan-cachestore-remote,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1055,org.infinispan:infinispan-cachestore-sql,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1056,org.infinispan:infinispan-client-hotrod,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1057,org.infinispan:infinispan-commons,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1058,org.infinispan:infinispan-core,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1059,org.infinispan:infinispan-hotrod,15.0.0.Dev06,2023-12-12,CVE-2023-5384,LOW,15.0.0
1060,org.infinispan:infinispan-server-core,9.0.0.CR4,2017-03-22,CVE-2017-2638,MODERATE,9.0.0
1061,org.infinispan:infinispan-server-rest,15.0.0.Dev03,2023-09-22,CVE-2023-3629,MODERATE,15.0.0
1062,org.ini4j:ini4j,0.5.2,2011-07-05,CVE-2022-41404,HIGH,0.5.2
1063,org.iq80.snappy:snappy,0.4,2015-07-13,CVE-2024-36124,MODERATE,0.4
1064,org.jasig.cas:cas-client,3.1.10,2009-12-16,CVE-2014-4172,CRITICAL,3.1.10
1065,org.jasypt:jasypt,1.9.1,2013-08-21,CVE-2014-9970,HIGH,1.9.1
1066,org.java-websocket:Java-WebSocket,1.4.1,2020-03-12,CVE-2020-11050,HIGH,1.4.1
1067,org.javadelight:delight-nashorn-sandbox,0.3.0,2023-04-06,CVE-2021-40660,HIGH,0.3.0
1068,org.jberet:jberet-core,2.2.0.Final,2023-12-17,CVE-2024-1102,MODERATE,2.2.0
1069,org.jboss.as:jboss-as-server,7.1.0.Beta1b,2011-12-01,CVE-2012-1094,HIGH,7.1.0
1070,org.jboss.ironjacamar:ironjacamar-jdbc,1.0.11.Final,2012-05-04,CVE-2012-3428,MODERATE,1.0.11
1071,org.jboss.netty:netty,3.2.10.Final,2013-11-28,CVE-2021-37136,HIGH,3.2.10
1072,org.jboss.remoting:jboss-remoting,5.0.19.Final,2020-09-21,CVE-2020-35510,HIGH,5.0.19
1073,org.jboss.resteasy:resteasy-bom,4.6.0.Final,2021-01-13,CVE-2021-20293,HIGH,4.6.0
1074,org.jboss.resteasy:resteasy-client,4.5.12.Beta1,2021-05-07,CVE-2020-1695,HIGH,4.5.12
1075,org.jboss.resteasy:resteasy-client-microprofile,4.5.6.Final,2020-07-20,CVE-2020-25633,MODERATE,4.5.6
1076,org.jboss.resteasy:resteasy-core,4.6.1.Beta9,2021-06-18,CVE-2021-20289,MODERATE,4.6.1
1077,org.jboss.resteasy:resteasy-jaxb-provider,2.3.1.GA,2012-01-18,CVE-2011-5245,MODERATE,2.3.1
1078,org.jboss.resteasy:resteasy-jaxrs,3.0.19.Final,2016-08-02,CVE-2016-6346,HIGH,3.0.19
1079,org.jboss.resteasy:resteasy-netty4-cdi,7.0.0.Alpha3,2024-08-19,CVE-2024-9622,MODERATE,7.0.0
1080,org.jboss.resteasy:resteasy-undertow,6.2.2.Final,2022-12-13,CVE-2023-0482,MODERATE,6.2.2
1081,org.jboss.resteasy:resteasy-yaml-provider,3.6.0.CR1,2018-06-25,CVE-2018-1051,HIGH,3.6.0
1082,org.jboss.weld:weld-core-bom,2.2.7.Final,2014-11-21,CVE-2014-8122,MODERATE,2.2.7
1083,org.jboss.xnio:xnio-all,3.8.7.Final,2022-04-24,CVE-2022-0084,HIGH,3.8.7
1084,org.jboss.xnio:xnio-api,3.8.13.Final,2024-02-20,CVE-2023-5685,HIGH,3.8.13
1085,org.jboss.xnio:xnio-nio,3.8.1.Final,2020-05-15,CVE-2020-14340,MODERATE,3.8.1
1086,org.jboss:jboss-ejb-client,4.0.38.Final,2021-01-28,CVE-2021-20250,MODERATE,4.0.38
1087,org.jbpm.jbpm5:jbpmmigration,0.15,2016-10-04,CVE-2017-7545,MODERATE,0.15
1088,org.jbpm:jbpm-bpmn2,6.2.0.CR4,2015-01-12,CVE-2014-8125,HIGH,6.2.0
1089,org.jclouds.api:eucalyptus,1.5.10,2013-04-10,CVE-2013-4766,MODERATE,1.5.10
1090,org.jdom:jdom,2.0.2,2012-06-08,BIT-solr-2021-33813,HIGH,2.0.2
1091,org.jeasy:easy-rules-mvel,4.1.0,2020-12-06,CVE-2023-50571,HIGH,4.1.0
1092,org.jeecgframework.boot:jeecg-boot-base,3.0,2021-12-06,CVE-2021-44585,MODERATE,3.0
1093,org.jeecgframework.boot:jeecg-boot-base-core,3.0,2021-12-06,CVE-2021-44585,MODERATE,3.0
1094,org.jeecgframework.boot:jeecg-boot-common,3.6.0,2023-10-18,CVE-2023-47467,MODERATE,3.6.0
1095,org.jeecgframework.boot:jeecg-boot-parent,3.5.1,2023-04-17,CVE-2023-34659,CRITICAL,3.5.1
1096,org.jetbrains.kotlin:kotlin-stdlib,1.6.0-RC2,2021-11-02,CVE-2022-24329,MODERATE,1.6.0
1097,org.jgroups:jgroups,3.6.9.Final,2016-04-14,CVE-2016-2141,CRITICAL,3.6.9
1098,org.jitsi:dnssecjava,2.0.0,2020-02-19,UNKNOWN,MODERATE,2.0.0
1099,org.jline:jline-parent,3.24.1,2023-11-01,CVE-2023-50572,MODERATE,3.24.1
1100,org.jodd:jodd-http,6.2.0,2022-02-21,CVE-2022-29631,HIGH,6.2.0
1101,org.jodd:jodd-json,5.0.3,2018-07-11,CVE-2018-21234,CRITICAL,5.0.3
1102,org.jolokia:jolokia-core,1.6.0,2018-06-25,CVE-2018-10899,HIGH,1.6.0
1103,org.jooby:jooby,1.6.9,2021-07-18,CVE-2020-7647,MODERATE,1.6.9
1104,org.jpmml:pmml-model,1.4.2,2018-06-17,UNKNOWN,HIGH,1.4.2
1105,org.jruby:jruby,1.7.2,2013-01-04,CVE-2013-1821,MODERATE,1.7.2
1106,org.jruby:jruby-stdlib,9.1.15.0,2017-12-07,CVE-2018-1000077,MODERATE,9.1.15.0
1107,org.json:json,20230618,2023-06-18,UNKNOWN,HIGH,20230618
1108,org.jsoup:jsoup,1.15.2,2022-07-03,CVE-2022-36033,MODERATE,1.15.2
1109,org.jupiter-rpc:jupiter-rpc,1.3.1-beta-2,2019-06-03,CVE-2023-48887,CRITICAL,1.3.1
1110,org.jvnet.hudson.main:hudson-core,2.2.1,2012-05-29,CVE-2015-8031,CRITICAL,2.2.1
1111,org.jvnet.hudson.plugins.findbugs:library,2.0.0-hudson3,2011-01-08,CVE-2018-1000011,HIGH,2.0.0
1112,org.jvnet.hudson.plugins:analysis-core,1.16,2011-01-27,CVE-2019-10307,MODERATE,1.16
1113,org.jvnet.hudson.plugins:bugzilla,1.4,2010-01-30,CVE-2019-1003066,LOW,1.4
1114,org.jvnet.hudson.plugins:ccm,2.5,2010-12-21,CVE-2018-1000054,HIGH,2.5
1115,org.jvnet.hudson.plugins:checkstyle,3.12,2011-01-27,CVE-2018-1000009,HIGH,3.12
1116,org.jvnet.hudson.plugins:clearcase-release,0.1,2009-12-06,CVE-2020-2270,HIGH,0.1
1117,org.jvnet.hudson.plugins:dry,2.12,2011-01-27,CVE-2018-1000010,HIGH,2.12
1118,org.jvnet.hudson.plugins:favorite,1.5,2010-10-27,CVE-2017-1000243,MODERATE,1.5
1119,org.jvnet.hudson.plugins:findbugs,4.19,2011-01-27,CVE-2020-2317,MODERATE,4.19
1120,org.jvnet.hudson.plugins:ftppublisher,1.0,2010-05-19,CVE-2019-1003058,MODERATE,1.0
1121,org.jvnet.hudson.plugins:groovy-postbuild,1.3,2010-03-29,CVE-2018-1000202,MODERATE,1.3
1122,org.jvnet.hudson.plugins:instant-messaging,1.13,2010-11-20,CVE-2022-28135,MODERATE,1.13
1123,org.jvnet.hudson.plugins:ircbot,2.9,2011-01-08,CVE-2019-1003051,LOW,2.9
1124,org.jvnet.hudson.plugins:jabber,1.13,2010-11-14,CVE-2021-21634,MODERATE,1.13
1125,org.jvnet.hudson.plugins:japex,1.6,2009-12-30,CVE-2022-45400,HIGH,1.6
1126,org.jvnet.hudson.plugins:locked-files-report,1.3,2011-01-05,CVE-2020-2271,HIGH,1.3
1127,org.jvnet.hudson.plugins:monitoring,1.25.0,2011-01-18,CVE-2019-1003022,MODERATE,1.25.0
1128,org.jvnet.hudson.plugins:mstest,0.6,2010-02-11,CVE-2023-24441,CRITICAL,0.6
1129,org.jvnet.hudson.plugins:perforce,1.1.14,2011-01-06,CVE-2018-1000147,MODERATE,1.1.14
1130,org.jvnet.hudson.plugins:pmd,3.12,2011-01-27,CVE-2018-1000008,HIGH,3.12
1131,org.jvnet.hudson.plugins:pwauth,0.4,2010-12-21,CVE-2023-24449,MODERATE,0.4
1132,org.jvnet.hudson.plugins:sitemonitor,0.1,2010-04-07,CVE-2022-28153,MODERATE,0.1
1133,org.jvnet.hudson.plugins:speaks,0.1.1,2009-12-02,CVE-2017-1000403,HIGH,0.1.1
1134,org.jvnet.hudson.plugins:ssh,1.1,2010-06-02,CVE-2017-1000245,CRITICAL,1.1
1135,org.jvnet.hudson.plugins:svn-release-mgr,1.2,2010-11-03,CVE-2020-2152,MODERATE,1.2
1136,org.jvnet.hudson.plugins:swarm-plugin,1.4,2010-08-14,CVE-2017-1000402,MODERATE,1.4
1137,org.jvnet.hudson.plugins:warnings,3.13,2011-01-27,CVE-2020-2280,HIGH,3.13
1138,org.jyaml:jyaml,1.3,2007-09-11,CVE-2020-8441,CRITICAL,1.3
1139,org.kairosdb:kairosdb,1.2.1-1,2018-03-31,CVE-2019-19040,MODERATE,1.2.1
1140,org.keycloak:keycloak-authz-client,7.0.1,2019-10-21,CVE-2019-10169,HIGH,7.0.1
1141,org.keycloak:keycloak-common,10.0.2,2020-06-02,CVE-2020-1714,HIGH,10.0.2
1142,org.keycloak:keycloak-core,24.0.5,2024-06-03,CVE-2024-7260,MODERATE,24.0.5
1143,org.keycloak:keycloak-ldap-federation,25.0.0,2024-06-10,CVE-2024-5967,LOW,25.0.0
1144,org.keycloak:keycloak-model-infinispan,13.0.1,2021-05-25,CVE-2021-3637,HIGH,13.0.1
1145,org.keycloak:keycloak-model-jpa,20.0.5,2023-02-20,CVE-2023-6563,HIGH,20.0.5
1146,org.keycloak:keycloak-oidc-client-adapter-pom,17.0.1,2022-03-23,CVE-2020-10734,LOW,17.0.1
1147,org.keycloak:keycloak-parent,23.0.3,2023-12-15,CVE-2023-6927,MODERATE,23.0.3
1148,org.keycloak:keycloak-saml-adapter-core,4.3.0.Final,2018-08-15,CVE-2018-10894,MODERATE,4.3.0
1149,org.keycloak:keycloak-saml-core,25.0.4,2024-08-19,CVE-2024-8698,HIGH,25.0.4
1150,org.keycloak:keycloak-server-spi-private,21.1.1,2023-04-26,CVE-2023-2585,LOW,21.1.1
1151,org.keycloak:keycloak-services,25.0.4,2024-08-19,CVE-2024-8883,HIGH,25.0.4
1152,org.kie.server:kie-server-common,7.20.0.Final,2019-04-02,CVE-2016-7043,CRITICAL,7.20.0
1153,org.kohsuke.stapler:stapler-parent,1.257,2019-04-08,CVE-2019-10354,MODERATE,1.257
1154,org.kohsuke:libpam4j,1.9,2018-05-29,CVE-2017-12197,MODERATE,1.9
1155,org.kordamp.json:json-lib-core,3.0.3,2022-09-30,CVE-2024-47855,MODERATE,3.0.3
1156,org.liquibase:liquibase-core,4.7.1,2022-01-21,CVE-2022-0839,CRITICAL,4.7.1
1157,org.mapfish.print:print-lib,3.22.0,2020-01-07,CVE-2020-15232,CRITICAL,3.22.0
1158,org.mapfish.print:print-servlet,3.22.0,2020-01-07,CVE-2020-15232,CRITICAL,3.22.0
1159,org.mapfish.print:print-standalone,3.22.0,2020-01-07,CVE-2020-15232,CRITICAL,3.22.0
1160,org.matrix.android:matrix-android-sdk2,1.4.36,2022-09-13,CVE-2022-39246,HIGH,1.4.36
1161,org.mindrot:jbcrypt,0.3m,2010-05-16,CVE-2015-0886,MODERATE,0.3
1162,org.mitre:openid-connect-parent,1.3.3,2019-04-19,CVE-2021-27582,CRITICAL,1.3.3
1163,org.mitre:openid-connect-server,1.3.3,2019-04-19,CVE-2020-5497,MODERATE,1.3.3
1164,org.mock-server:mockserver,5.11.2,2020-11-07,CVE-2021-32827,MODERATE,5.11.2
1165,org.mongodb:mongo-java-driver,3.12.7,2020-08-04,CVE-2021-20328,MODERATE,3.12.7
1166,org.mongodb:mongodb-driver,3.12.7,2020-08-04,CVE-2021-20328,MODERATE,3.12.7
1167,org.mongodb:mongodb-driver-legacy,4.2.0,2021-01-20,CVE-2021-20328,MODERATE,4.2.0
1168,org.mongodb:mongodb-driver-sync,4.2.0,2021-01-20,CVE-2021-20328,MODERATE,4.2.0
1169,org.mortbay.jetty:jetty,7.0.0.pre5,2008-10-30,CVE-2009-4611,HIGH,7.0.0
1170,org.mortbay.jetty:jetty-webapp,7.0.0.pre5,2008-10-30,CVE-2020-27216,HIGH,7.0.0
1171,org.mule.runtime:mule,4.1.1,2018-04-20,CVE-2019-15630,HIGH,4.1.1
1172,org.mvel:mvel2,2.5.0.Final,2023-06-06,CVE-2023-51079,MODERATE,2.5.0
1173,org.mybatis:mybatis,3.5.5,2020-06-04,CVE-2020-26945,HIGH,3.5.5
1174,org.nanohttpd:nanohttpd-nanolets,2.3.1,2016-08-12,CVE-2020-13697,MODERATE,2.3.1
1175,org.neo4j.procedure:apoc,4.4.0.13,2023-01-30,UNKNOWN,MODERATE,4.4.0.13
1176,org.neo4j.procedure:apoc-core,5.4.1,2023-01-20,CVE-2023-23926,MODERATE,5.4.1
1177,org.neo4j:neo4j,3.5.0-alpha09,2018-09-14,BIT-neo4j-2021-34371,CRITICAL,3.5.0
1178,org.neo4j:neo4j-cypher,5.18.1,2024-03-18,CVE-2024-34517,MODERATE,5.18.1
1179,org.neo4j:neo4j-enterprise,3.4.8,2018-10-03,CVE-2018-18389,CRITICAL,3.4.8
1180,org.neo4j:neo4j-kernel,4.2.7,2021-05-27,CVE-2021-34802,HIGH,4.2.7
1181,org.netbeans.html:pom,1.7,2019-11-03,CVE-2020-17534,HIGH,1.7
1182,org.ngrinder:ngrinder-core,3.5.8,2022-12-29,CVE-2024-28213,CRITICAL,3.5.8
1183,org.ninjaframework:ninja-core,7.0.0,2023-12-07,CVE-2024-36823,MODERATE,7.0.0
1184,org.noear:solon,2.6.0-M3,2023-11-14,CVE-2023-48967,CRITICAL,2.6.0
1185,org.odata4j:odata4j-core,0.7.0,2012-08-15,CVE-2016-11023,CRITICAL,0.7.0
1186,org.odata4j:odata4j-dist,0.7.0,2012-08-15,CVE-2016-11023,CRITICAL,0.7.0
1187,org.odata4j:odata4j-parent,0.7.0,2012-08-15,CVE-2016-11023,CRITICAL,0.7.0
1188,org.odpi.egeria:egeria-connector-xtdb,3.4,2021-12-09,UNKNOWN,MODERATE,3.4
1189,org.onosproject:onos-archetypes,2.7.0-rc1,2021-12-01,CVE-2023-24279,MODERATE,2.7.0
1190,org.open-metadata:openmetadata-service,1.3.0,2024-02-05,CVE-2024-28253,CRITICAL,1.3.0
1191,org.openapitools:openapi-generator,5.0.1,2021-02-06,CVE-2021-21430,MODERATE,5.0.1
1192,org.openapitools:openapi-generator-maven-plugin,5.0.1,2021-02-06,CVE-2021-21429,MODERATE,5.0.1
1193,org.openapitools:openapi-generator-online,7.5.0,2024-04-17,CVE-2024-35219,HIGH,7.5.0
1194,org.openapitools:openapi-generator-project,6.4.0,2023-02-19,CVE-2023-27162,CRITICAL,6.4.0
1195,org.opencastproject:base,8.0,2020-03-10,CVE-2020-5230,MODERATE,8.0
1196,org.opencastproject:opencast-common,12.3,2022-09-26,CVE-2022-41965,MODERATE,12.3
1197,org.opencastproject:opencast-common-jpa-impl,8.0,2020-03-10,CVE-2020-5229,LOW,8.0
1198,org.opencastproject:opencast-ingest-service-impl,11.6,2022-04-21,CVE-2022-29237,MODERATE,11.6
1199,org.opencastproject:opencast-kernel,9.5,2021-05-19,CVE-2021-32623,HIGH,9.5
1200,org.opencastproject:opencast-oaipmh-api,8.0,2020-03-10,CVE-2020-5228,HIGH,8.0
1201,org.opencms:opencms-core,16.0,2023-09-29,CVE-2024-5520,MODERATE,16.0
1202,org.opencrx:opencrx-client,5.2.2,2022-06-06,CVE-2023-46502,CRITICAL,5.2.2
1203,org.opencrx:opencrx-core,5.2.0,2021-09-04,CVE-2023-27150,MODERATE,5.2.0
1204,org.opencrx:opencrx-core-config,5.1.0,2021-05-21,CVE-2021-25959,MODERATE,5.1.0
1205,org.opencrx:opencrx-core-models,5.2.0,2021-09-04,CVE-2023-40810,MODERATE,5.2.0
1206,org.opencrx:opencrx-gradle,5.1.0,2021-05-21,CVE-2021-25959,MODERATE,5.1.0
1207,org.opendaylight.aaa:aaa-artifacts,0.19.3,2024-03-31,CVE-2024-46943,MODERATE,0.19.3
1208,org.opendaylight.controller:releasepom,0.8.3,2019-06-12,CVE-2017-1000361,HIGH,0.8.3
1209,org.opendaylight.integration:distribution-karaf,0.6.4-Carbon,2018-04-21,CVE-2017-1000406,HIGH,0.6.4
1210,org.opendaylight.mdsal:mdsal-artifacts,13.0.1,2024-03-13,CVE-2024-46942,MODERATE,13.0.1
1211,org.openidentityplatform.openam:openam-core,14.6.5,2022-06-03,CVE-2022-34298,MODERATE,14.6.5
1212,org.openidentityplatform.openam:openam-federation-library,14.7.2,2023-02-21,CVE-2023-37471,CRITICAL,14.7.2
1213,org.openidentityplatform.openam:openam-oauth2,15.0.3,2024-07-16,CVE-2024-41667,HIGH,15.0.3
1214,org.openjfx:javafx-media,21-ea+31,2023-09-06,CVE-2024-20925,LOW,21
1215,org.opennms:opennms,31.0.3,2023-01-13,CVE-2023-0867,MODERATE,31.0.3
1216,org.opennms:opennms-web-api,31.0.3,2023-01-17,CVE-2023-0869,MODERATE,31.0.3
1217,org.openrefine:database,3.7.2,2023-04-05,CVE-2023-41886,HIGH,3.7.2
1218,org.openrefine:main,3.7-beta2,2022-12-12,CVE-2023-37476,MODERATE,3.7
1219,org.opensaml:opensaml,2.6.4,2015-02-11,CVE-2015-1796,MODERATE,2.6.4
1220,org.opensaml:xmltooling,1.4.4,2015-02-11,UNKNOWN,HIGH,1.4.4
1221,org.opensearch.plugin:opensearch-observability,2.13.0.0,2024-04-02,CVE-2024-39901,MODERATE,2.13.0.0
1222,org.opensearch.plugin:opensearch-reports-scheduler,2.13.0.0,2024-04-02,CVE-2024-39900,MODERATE,2.13.0.0
1223,org.opensearch.plugin:opensearch-security,2.10.0.0,2023-09-25,CVE-2023-45807,MODERATE,2.10.0.0
1224,org.opensearch:opensearch,2.11.0,2023-10-16,UNKNOWN,MODERATE,2.11.0
1225,org.ops4j.pax.logging:pax-logging-log4j2,2.0.10,2021-08-26,UNKNOWN,CRITICAL,2.0.10
1226,org.ovirt.engine.sdk:ovirt-engine-sdk-java,3.6.10.0,2016-11-09,UNKNOWN,MODERATE,3.6.10.0
1227,org.owasp.antisamy:antisamy,1.7.4,2023-10-06,CVE-2024-23635,MODERATE,1.7.4
1228,org.owasp.esapi:esapi,2.5.3.0,2023-11-24,UNKNOWN,HIGH,2.5.3.0
1229,org.owasp:csrfguard,3.1.0,2015-11-12,CVE-2021-28490,HIGH,3.1.0
1230,org.owasp:dependency-check-ant,9.0.5,2023-12-13,CVE-2024-23686,LOW,9.0.5
1231,org.owasp:dependency-check-cli,9.0.5,2023-12-13,CVE-2024-23686,LOW,9.0.5
1232,org.owasp:dependency-check-maven,9.0.5,2023-12-13,CVE-2024-23686,LOW,9.0.5
1233,org.pac4j:pac4j-core,4.0.0-RC3,2020-02-19,CVE-2023-25581,CRITICAL,4.0.0
1234,org.pac4j:pac4j-oidc,5.3.0,2022-01-14,CVE-2021-44878,HIGH,5.3.0
1235,org.pac4j:pac4j-saml,3.8.1,2019-09-16,CVE-2019-10755,MODERATE,3.8.1
1236,org.pf4j:pf4j,3.9.0,2023-01-30,CVE-2023-40828,HIGH,3.9.0
1237,org.picketlink:picketlink-common,2.7.0.CR3,2014-12-23,CVE-2014-3530,HIGH,2.7.0
1238,org.picketlink:picketlink-tomcat-common,2.7.1.Beta2,2014-10-10,CVE-2015-3158,MODERATE,2.7.1
1239,org.postgresql:pgjdbc-aggregate,42.2.4,2018-07-14,CVE-2018-10936,MODERATE,42.2.4
1240,org.postgresql:postgresql,42.7.1,2023-12-06,UNKNOWN,CRITICAL,42.7.1
1241,org.powernukkit:powernukkit,1.5.2.0-PN,2021-12-01,UNKNOWN,CRITICAL,1.5.2.0
1242,org.primefaces:primefaces,7.0,2019-03-18,CVE-2020-10544,MODERATE,7.0
1243,org.python:jython,2.7-b4,2015-02-12,CVE-2016-4000,CRITICAL,2.7
1244,org.python:jython-standalone,2.7-b4,2015-02-12,CVE-2013-2027,MODERATE,2.7
1245,org.quartz-scheduler:quartz,2.3.1,2019-03-25,CVE-2019-13990,CRITICAL,2.3.1
1246,org.redisson:redisson,3.21.3,2023-05-17,CVE-2023-42809,CRITICAL,3.21.3
1247,org.richfaces:richfaces,5.0.0.Alpha2,2013-12-03,CVE-2014-0086,MODERATE,5.0.0
1248,org.richfaces:richfaces-core,4.5.17.Final,2016-06-20,CVE-2018-12532,CRITICAL,4.5.17
1249,org.rundeck:rundeck,4.17.2-20231107,2023-11-06,CVE-2023-48222,HIGH,4.17.2
1250,org.rundeck:rundeck-core,3.4.3-rc2-20210816,2021-08-16,CVE-2021-39133,HIGH,3.4.3
1251,org.sakaiproject:chat-base,12.6,2019-03-01,CVE-2019-16148,MODERATE,12.6
1252,org.scala-lang:scala-compiler,2.12.3,2017-07-25,CVE-2017-15288,HIGH,2.12.3
1253,org.scala-lang:scala-library,2.13.8,2022-01-10,CVE-2022-36944,CRITICAL,2.13.8
1254,org.scala-sbt:io_2.12,1.9.1,2023-06-25,CVE-2023-46122,LOW,1.9.1
1255,org.scala-sbt:io_2.13,1.9.1,2023-06-25,CVE-2023-46122,LOW,1.9.1
1256,org.scala-sbt:io_3,1.9.1,2023-06-25,CVE-2023-46122,LOW,1.9.1
1257,org.scala-sbt:sbt,1.9.6,2023-09-15,CVE-2023-46122,LOW,1.9.6
1258,org.simpleframework:simple-xml,2.7,2013-02-18,CVE-2017-1000190,CRITICAL,2.7
1259,org.skyscreamer:nevado-jms,1.3.2,2014-09-06,CVE-2023-31826,HIGH,1.3.2
1260,org.slf4j:slf4j-ext,1.8.0-beta2,2018-03-21,CVE-2018-8088,CRITICAL,1.8.0
1261,org.smartboot.servlet:servlet-core,0.6,2024-01-11,CVE-2021-29425,MODERATE,0.6
1262,org.sonarsource.sonarqube:sonar-plugin-api,7.4-alpha2,2018-10-30,CVE-2018-19413,MODERATE,7.4
1263,org.sonarsource.sonarqube:sonar-web,7.0-RC1,2018-01-24,CVE-2024-38460,MODERATE,7.0
1264,org.sonatype.nexus.ci:nexus-jenkins-plugin,3.17.518.v9cb_3ff833922,2023-09-08,CVE-2023-50767,HIGH,3.17.518
1265,org.sonatype.nexus.plugins:nexus-yum-repository-plugin,2.14.13-01,2019-04-19,CVE-2019-5475,HIGH,2.14.13
1266,org.sonatype.nexus:nexus-core,3.21.1-01,2020-02-18,CVE-2020-10203,MODERATE,3.21.1
1267,org.sonatype.nexus:nexus-extdirect,3.21.1-01,2020-02-18,CVE-2020-10199,HIGH,3.21.1
1268,org.sonatype.nexus:nexus-repository,3.33.1-01,2021-08-16,CVE-2021-40143,HIGH,3.33.1
